"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(ElectroPuls (0,1) Waveform)","Position(ElectroPuls (0,1):Position) (mm)","Load(ElectroPuls (0,1):Load) (N)","Displacement(ElectroPuls (0,1):Digital Position) (mm)",
80652,400,1,1,2,1,-5.00062364592635,3.22678312659264,-1.10262480969363,
80656,404,1,1,2,1,-5.00069740667254,3.2255460973829,-1.10260491664386,
80660,408,1,1,2,1,-5.00034916654357,3.22409067302942,-1.10253529096969,
80664,412,1,1,2,1,-5.00069830074219,3.22488253004849,-1.10250165159903,
80668,416,1,1,2,1,-5.00038895264303,3.2305980566889,-1.10234932448202,
80672,420,1,1,2,1,-5.00074300422473,3.21980193257332,-1.10257630641499,
80676,424,1,1,2,1,-5.00041711583703,3.22383758611977,-1.10229478623324,
80680,428,1,1,2,1,-5.00062945737908,3.22605948895216,-1.10244588400447,
80684,432,1,1,2,1,-5.00039834037436,3.22429277002811,-1.10255283708662,
80688,436,1,1,2,1,-5.00039252892163,3.22746392339468,-1.10243426109899,
80692,440,1,1,2,1,-5.00066879644372,3.22947022505105,-1.10265666092499,
80696,444,1,1,2,1,-5.00069651260289,3.22459661401808,-1.10269164140013,
80700,448,1,1,2,1,-5.00062945737908,3.22429346852005,-1.1025455727707,
80704,452,1,1,2,1,-5.00032413259335,3.22888907976449,-1.10236485894223,
80708,456,1,1,2,1,-5.00067505493127,3.22664272971451,-1.10238899882284,
80712,460,1,1,2,1,-5.00069338335911,3.22394818067551,-1.10271455193497,
80716,464,1,1,2,1,-5.00039431706093,3.22672026231885,-1.10234563644471,
80720,468,1,1,2,1,-5.00054317965778,3.22145875543356,-1.1024994164249,
80724,472,1,1,2,1,-5.00046003118026,3.22652049362659,-1.10257183606673,
80728,476,1,1,2,1,-5.00080827130924,3.22738708928227,-1.10263587380557,
80732,480,1,1,2,1,-5.00021103278252,3.22382268495858,-1.10244890148955,
80736,484,1,1,2,1,-5.00080737723959,3.22504597716033,-1.10269063557177,
80740,488,1,1,2,1,-5.00041398659325,3.2276923302561,-1.10234328951187,
80744,492,1,1,2,1,-5.00053021564785,3.2210370991379,-1.10254099066373,
80748,496,1,1,2,1,-5.00034827247392,3.22337867692113,-1.10242107357162,
80752,500,1,1,2,1,-5.00058520093137,3.22763854637742,-1.10261899824089,
80756,504,1,1,2,1,-5.00055122628464,3.22567764669657,-1.10255663688264,
80760,508,1,1,2,1,-5.0005646373294,3.22474422864616,-1.10237122918851,
80764,512,1,1,2,1,-5.00030669823516,3.22788930498064,-1.10226617600436,
80768,516,1,1,2,1,-5.00076669707048,3.22301127016544,-1.1025508254299,
80772,520,1,1,2,1,-5.00075954451327,3.22300009429455,-1.10262413914139,
80776,524,1,1,2,1,-5.00053021564785,3.22296260856092,-1.10273142749966,
80780,528,1,1,2,1,-5.00088382019473,3.22366342879832,-1.10263587380557,
80784,532,1,1,2,1,-5.00061872854327,3.22415074333549,-1.10238665189001,
80788,536,1,1,2,1,-5.00047612443398,3.22697986848652,-1.10241839136266,
80792,540,1,1,2,1,-5.00047925367775,3.22344317100942,-1.10239626313877,
80796,544,1,1,2,1,-5.00073004021479,3.22434003464878,-1.10274014467877,
80800,548,1,1,2,1,-5.0005275334389,3.22654191404581,-1.10270929927577,
80804,552,1,1,2,1,-5.00079441322965,3.22337332181633,-1.10276607269868,
80808,556,1,1,2,1,-5.00059324755823,3.22218146175146,-1.10260949875083,
80812,560,1,1,2,1,-5.00049042954839,3.22581408545375,-1.10249852235525,
80816,564,1,1,2,1,-5.00028747573766,3.22690675966442,-1.10248276437762,
80820,568,1,1,2,1,-5.00038627043407,3.22220381349325,-1.10233568991983,
80824,572,1,1,2,1,-5.00055793180702,3.22251603938639,-1.10251182164132,
80828,576,1,1,2,1,-5.00014487162837,3.22648230940104,-1.10218816842721,
80832,580,1,1,2,1,-5.00056910767766,3.22383223101497,-1.10256825978812,
80836,584,1,1,2,1,-5.00074747457299,3.22246458381414,-1.10278842443999,
80840,588,1,1,2,1,-5.00058967127962,3.22654051706195,-1.10235692407407,
80844,592,1,1,2,1,-5.00062677517013,3.22172930464149,-1.10242152060644,
80848,596,1,1,2,1,-5.00045958414544,3.21836536750197,-1.10238016988503,
80852,600,1,1,2,1,-5.00035453096147,3.22735565714538,-1.1021727457257,
80856,604,1,1,2,1,-5.00069070115016,3.22468602098525,-1.10269354129814,
80860,608,1,1,2,1,-5.00052529826477,3.21969669312239,-1.10238877530543,
80864,612,1,1,2,1,-5.00071037068248,3.22282547131181,-1.10251919771595,
80868,616,1,1,2,1,-5.00057804837416,3.22983763180673,-1.10260066981302,
80872,620,1,1,2,1,-5.00054765000604,3.22029180824757,-1.10246991212637,
80876,624,1,1,2,1,-5.00042471542906,3.2239411957562,-1.10249818707913,
80880,628,1,1,2,1,-5.00048238292153,3.23013332672417,-1.1023488774472,
80884,632,1,1,2,1,-5.00035274282217,3.22589674033225,-1.1024139210144,
80888,636,1,1,2,1,-5.00072735800584,3.22041870094836,-1.10287313753954,
80892,640,1,1,2,1,-5.0004993702449,3.22340568527579,-1.10253607328064,
80896,644,1,1,2,1,-5.00081005944854,3.22606926783919,-1.10257898862395,
80900,648,1,1,2,1,-5.0006473387721,3.22165712714195,-1.1026158689971,
80904,652,1,1,2,1,-5.0004448319962,3.22469533421099,-1.10241604442982,
80908,656,1,1,2,1,-5.00048819437426,3.22918989695609,-1.10227668132278,
80912,660,1,1,2,1,-5.00070321812527,3.22243780829012,-1.1026021226762,
80916,664,1,1,2,1,-5.00042248025493,3.22185643017292,-1.10258792932047,
80920,668,1,1,2,1,-5.00059592976718,3.22743691504002,-1.10255272532791,
80924,672,1,1,2,1,-5.00063660993629,3.22108343243599,-1.10235457714123,
80928,676,1,1,2,1,-5.00083598746841,3.219811944291,-1.10281681115145,
80932,680,1,1,2,1,-5.00069070115016,3.22272325865924,-1.10264805550459,
80936,684,1,1,2,1,-5.00084001078184,3.22663737460971,-1.1027835070569,
80940,688,1,1,2,1,-5.00066209092134,3.2200631685555,-1.10266493106927,
80944,692,1,1,2,1,-5.00073585166752,3.22476145811379,-1.1026705190046,
80948,696,1,1,2,1,-5.00066343202581,3.22593958117068,-1.1027218162509,
80952,700,1,1,2,1,-5.00059727087166,3.22028808295727,-1.10262570376328,
80956,704,1,1,2,1,-5.00040549293157,3.22107342071831,-1.10250925119107,
80960,708,1,1,2,1,-5.00057491913039,3.22468695230782,-1.10255954260901,
80964,712,1,1,2,1,-5.00041353955842,3.22183757089078,-1.10230629738001,
80968,716,1,1,2,1,-5.00069651260289,3.22028226219118,-1.10241794432784,
80972,720,1,1,2,1,-5.00051814570756,3.22364270687103,-1.102395033793,
80976,724,1,1,2,1,-5.00058117761794,3.22616240009665,-1.10263442094239,
80980,728,1,1,2,1,-5.00054362669261,3.21721401996911,-1.1024225264348,
80984,732,1,1,2,1,-5.00062319889153,3.22312884964049,-1.10267633045734,
80988,736,1,1,2,1,-5.0005892242448,3.22705460712314,-1.10255451346722,
80992,740,1,1,2,1,-5.0004130925236,3.22359288111329,-1.10230763848449,
80996,744,1,1,2,1,-5.00060978784677,3.22061544284225,-1.10254579628811,
81000,748,1,1,2,1,-5.00059503569753,3.22625925764441,-1.10263017411154,
81004,752,1,1,2,1,-5.00042113915045,3.22135305032134,-1.10246644760647,
81008,756,1,1,2,1,-5.00052038088169,3.21937212720513,-1.10240743900942,
81012,760,1,1,2,1,-5.00091287745838,3.22052882984281,-1.102537079109,
81016,764,1,1,2,1,-5.00048059478223,3.22561361826956,-1.10256490702693,
81020,768,1,1,2,1,-5.00054630890156,3.22245270945132,-1.10233379002182,
81024,772,1,1,2,1,-5.00056508436423,3.22144851088524,-1.10253551448711,
81028,776,1,1,2,1,-5.0003849293296,3.22414538823068,-1.10238352264622,
81032,780,1,1,2,1,-5.00055122628464,3.21783102117479,-1.10265017892001,
81036,784,1,1,2,1,-5.00060934081194,3.21918586269021,-1.10277288997978,
81040,788,1,1,2,1,-5.00055524959807,3.22450953535736,-1.10238341088752,
81044,792,1,1,2,1,-5.00063303365769,3.22314258664846,-1.10271242851955,
81048,796,1,1,2,1,-5.00061604633432,3.22049483656883,-1.10255395467369,
81052,800,1,1,2,1,-5.00056240215528,3.2236841507256,-1.10257183606673,
81056,804,1,1,2,1,-5.00040370479226,3.22274165228009,-1.10253629679805,
81060,808,1,1,2,1,-5.00055212035429,3.22121405042708,-1.10254769618612,
81064,812,1,1,2,1,-5.0007108177173,3.22282267734408,-1.10253160293238,
81068,816,1,1,2,1,-5.00069695963772,3.2266671769321,-1.10255674864135,
81072,820,1,1,2,1,-5.00073495759787,3.22211114689708,-1.10285391504202,
81076,824,1,1,2,1,-5.00057536616521,3.22190625593066,-1.10259206439261,
81080,828,1,1,2,1,-5.00053960337918,3.22277285158634,-1.10227936353174,
81084,832,1,1,2,1,-5.00030535713068,3.2211896032095,-1.10226774062626,
81088,836,1,1,2,1,-5.00069338335911,3.22298589162529,-1.10256568933787,
81092,840,1,1,2,1,-5.0004712070509,3.22470883838832,-1.10232898439744,
81096,844,1,1,2,1,-5.00033754363811,3.22602572850883,-1.1024499073179,
81100,848,1,1,2,1,-5.00074613346851,3.22241731919348,-1.1025953053951,
81104,852,1,1,2,1,-5.0002722765536,3.22174676693976,-1.10229232754169,
81108,856,1,1,2,1,-5.0007953072993,3.22159263305366,-1.10282195205195,
81112,860,1,1,2,1,-5.0009151126325,3.22083337232471,-1.10273790950464,
81116,864,1,1,2,1,-5.00049132361804,3.22546018287539,-1.10241582091241,
81120,868,1,1,2,1,-5.00037732973757,3.22290207259357,-1.1022924393004,
81124,872,1,1,2,1,-5.00024321928995,3.21719259954989,-1.10243426109899,
81128,876,1,1,2,1,-5.00099289669212,3.21730296127498,-1.10303373480083,
81132,880,1,1,2,1,-5.00097412122945,3.22382082231343,-1.10274137402454,
81136,884,1,1,2,1,-5.00060129418508,3.22367181070149,-1.1026328563205,
81140,888,1,1,2,1,-5.00043410316039,3.22054186835885,-1.10249930466619,
81144,892,1,1,2,1,-5.00082436456295,3.22010088711977,-1.1028878896888,
81148,896,1,1,2,1,-5.00067192568749,3.22378496639431,-1.10252031530302,
81152,900,1,1,2,1,-5.00045690193649,3.22014233097434,-1.10229333337005,
81156,904,1,1,2,1,-5.00034514323014,3.21780447848141,-1.10223410125559,
81160,908,1,1,2,1,-5.00045466676236,3.22222406975925,-1.10255339588015,
81164,912,1,1,2,1,-5.00075239195606,3.22289508767426,-1.10276204938525,
81168,916,1,1,2,1,-5.00042426839423,3.21665755473077,-1.10252389158163,
81172,920,1,1,2,1,-5.00085610403555,3.22137051261961,-1.10269264722849,
81176,924,1,1,2,1,-5.00071215882178,3.2215304672718,-1.10270784641258,
81180,928,1,1,2,1,-5.00041085734947,3.22084478102624,-1.10249002869355,
81184,932,1,1,2,1,-5.0005664254687,3.22370021604002,-1.10241962070843,
81188,936,1,1,2,1,-5.00028971091179,3.22422687895596,-1.10217352803665,
81192,940,1,1,2,1,-5.00066164388651,3.21958772838116,-1.10250813360401,
81196,944,1,1,2,1,-5.00056508436423,3.22276609949768,-1.10258826459659,
81200,948,1,1,2,1,-5.00081631793609,3.2180359121412,-1.10265733147723,
81204,952,1,1,2,1,-5.00060934081194,3.21899936534464,-1.10252277399456,
81208,956,1,1,2,1,-5.0003621305535,3.22135630995035,-1.10259049977072,
81212,960,1,1,2,1,-5.00038805857338,3.22432047687471,-1.10237245853428,
81216,964,1,1,2,1,-5.00075596823467,3.22017236612737,-1.10278775388775,
81220,968,1,1,2,1,-5.00071171178695,3.21928691118956,-1.10268974150212,
81224,972,1,1,2,1,-5.00037285938931,3.22441593743861,-1.10236407663129,
81228,976,1,1,2,1,-5.00043410316039,3.22464341297746,-1.10236843522084,
81232,980,1,1,2,1,-5.00024545446408,3.21837863884866,-1.10238396968105,
81236,984,1,1,2,1,-5.0005664254687,3.22307134047151,-1.10230160351434,
81240,988,1,1,2,1,-5.00083419932911,3.21999238803983,-1.10258435304186,
81244,992,1,1,2,1,-5.00049087658321,3.21672949939966,-1.10265051419613,
81248,996,1,1,2,1,-5.00073987498095,3.22155095636845,-1.10267308945485,
81252,1000,1,1,2,1,-5.00042516246388,3.22718545794487,-1.10248723472589,
81256,1004,1,1,2,1,-5.00044974937928,3.21781565435231,-1.10260346378068,
81260,1008,1,1,2,1,-5.00044170275242,3.22118285112083,-1.10227154042228,
81264,1012,1,1,2,1,-5.00051188722001,3.22364899329841,-1.10258390600704,
81268,1016,1,1,2,1,-5.00054228558813,3.21871624328196,-1.10263140345731,
81272,1020,1,1,2,1,-5.00080201282168,3.21869854815304,-1.10269220019367,
81276,1024,1,1,2,1,-5.00077876701076,3.22133162990212,-1.102821169741,
81280,1028,1,1,2,1,-5.00068041934918,3.21865943260491,-1.10272148097478,
81284,1032,1,1,2,1,-5.00068444266261,3.2214995007962,-1.10276495511162,
81288,1036,1,1,2,1,-5.00084358706044,3.22303362190723,-1.10287447864402,
81292,1040,1,1,2,1,-5.00042695060318,3.22079355828464,-1.10236899401437,
81296,1044,1,1,2,1,-5.00057849540899,3.22105013765395,-1.10230383868847,
81300,1048,1,1,2,1,-5.00047970071258,3.22282966226339,-1.10242185588256,
81304,1052,1,1,2,1,-5.00054943814534,3.21988412179053,-1.1026790126663,
81308,1056,1,1,2,1,-5.00057313099108,3.22317611426115,-1.10264045591254,
81312,1060,1,1,2,1,-5.00049311175734,3.22561454959214,-1.10234183664869,
81316,1064,1,1,2,1,-5.00055703773737,3.22003732435405,-1.10268393004938,
81320,1068,1,1,2,1,-5.0003849293296,3.22654447518289,-1.10234507765118,
81324,1072,1,1,2,1,-5.00044751420515,3.22498264722526,-1.10252422685775,
81328,1076,1,1,2,1,-5.00047523036433,3.22020589374006,-1.1026072635767,
81332,1080,1,1,2,1,-5.00054049744883,3.22218844667077,-1.10245113666368,
81336,1084,1,1,2,1,-5.00064108028454,3.22195794433355,-1.10265766675335,
81340,1088,1,1,2,1,-5.00048417106083,3.2176801469177,-1.10259318197968,
81344,1092,1,1,2,1,-5.00033575549881,3.22789559140801,-1.10233334298699,
81348,1096,1,1,2,1,-5.00059816494131,3.22366924956441,-1.10263319159662,
81352,1100,1,1,2,1,-5.00047567739915,3.21934348903596,-1.1025388672483,
81356,1104,1,1,2,1,-5.0005346859961,3.22165875695646,-1.10238575782035,
81360,1108,1,1,2,1,-5.0005328978568,3.22299590334296,-1.10251841540501,
81364,1112,1,1,2,1,-5.0004412557176,3.21813742630184,-1.10228115167104,
81368,1116,1,1,2,1,-5.00073495759787,3.22354631498456,-1.10258636469858,
81372,1120,1,1,2,1,-5.00063973918007,3.22528160177171,-1.10250645722341,
81376,1124,1,1,2,1,-5.00035944834455,3.22296656668186,-1.10225254144217,
81380,1128,1,1,2,1,-5.00061872854327,3.22152953594923,-1.10273466850215,
81384,1132,1,1,2,1,-5.00028747573766,3.2249370124191,-1.10247605885523,
81388,1136,1,1,2,1,-5.00061872854327,3.21763823740184,-1.10251271571098,
81392,1140,1,1,2,1,-5.00081318869232,3.22074326686561,-1.10287112588282,
81396,1144,1,1,2,1,-5.00039565816541,3.22166387923062,-1.10223723049937,
81400,1148,1,1,2,1,-5.00051278128966,3.21987667120993,-1.10231568511136,
81404,1152,1,1,2,1,-5.00065627946861,3.21901682764292,-1.10264090294737,
81408,1156,1,1,2,1,-5.00052842750855,3.22334957309067,-1.10247292961145,
81412,1160,1,1,2,1,-5.00048640623496,3.2178342808038,-1.10244834269601,
81416,1164,1,1,2,1,-5.00069517149841,3.21836047805846,-1.10265353168121,
81420,1168,1,1,2,1,-5.00064286842384,3.22167295962572,-1.10265118474837,
81424,1172,1,1,2,1,-5.00054854407569,3.21795139461756,-1.10244800741989,
81428,1176,1,1,2,1,-5.00062230482188,3.22074233554304,-1.10246443594975,
81432,1180,1,1,2,1,-5.00019449249398,3.22032836265862,-1.10212100144458,
81436,1184,1,1,2,1,-5.00043142095144,3.21360700763762,-1.10251394505675,
81440,1188,1,1,2,1,-5.00063973918007,3.21932323276997,-1.10254724915129,
81444,1192,1,1,2,1,-5.00052708640407,3.22165037505329,-1.10244823093731,
81448,1196,1,1,2,1,-5.00051278128966,3.21923871524632,-1.10251696254182,
81452,1200,1,1,2,1,-5.00054809704086,3.22289485484362,-1.10263050938766,
81456,1204,1,1,2,1,-5.00043052688179,3.22337658144534,-1.10260391081551,
81460,1208,1,1,2,1,-5.00039699926988,3.21785407140851,-1.1024326964771,
81464,1212,1,1,2,1,-5.00037151828484,3.21988645009696,-1.10235301251934,
81468,1216,1,1,2,1,-5.00067594900092,3.22229671292007,-1.10259586418864,
81472,1220,1,1,2,1,-5.00063079848356,3.21948202326894,-1.10264693791752,
81476,1224,1,1,2,1,-5.00052127495134,3.22024058550596,-1.10256021316125,
81480,1228,1,1,2,1,-5.00059235348858,3.22099192999303,-1.10248377020598,
81484,1232,1,1,2,1,-5.0003920818868,3.22124361991882,-1.10234317775317,
81488,1236,1,1,2,1,-5.00060129418508,3.21970460936427,-1.10253953780054,
81492,1240,1,1,2,1,-5.00025081888198,3.22185456752777,-1.10231780852678,
81496,1244,1,1,2,1,-5.00072244062276,3.22298309765756,-1.10252713258412,
81500,1248,1,1,2,1,-5.00057938947864,3.22081171907485,-1.10230249758399,
81504,1252,1,1,2,1,-5.00028881684214,3.2245044130832,-1.10213173028041,
81508,1256,1,1,2,1,-5.0007953072993,3.21721704676747,-1.10270717586034,
81512,1260,1,1,2,1,-5.00054943814534,3.21678747422993,-1.10238732244225,
81516,1264,1,1,2,1,-5.0002986516083,3.22294584475458,-1.10220269705905,
81520,1268,1,1,2,1,-5.0003639186928,3.22333164513111,-1.10218012180033,
81524,1272,1,1,2,1,-5.00053781523988,3.22242290712893,-1.10235413010641,
81528,1276,1,1,2,1,-5.00041085734947,3.21871903724968,-1.10217363979536,
81532,1280,1,1,2,1,-5.00059950604578,3.22467531077564,-1.10254847849707,
81536,1284,1,1,2,1,-5.00095802797574,3.2224990427494,-1.10286520267138,
81540,1288,1,1,2,1,-5.00080290689133,3.22046061046422,-1.10259083504684,
81544,1292,1,1,2,1,-5.00061872854327,3.22448927909136,-1.10250947470849,
81548,1296,1,1,2,1,-5.00041756287185,3.22095467709005,-1.10228182222328,
81552,1300,1,1,2,1,-5.00060084715026,3.22149903513491,-1.10265923137524,
81556,1304,1,1,2,1,-5.00076803817495,3.22356121614575,-1.10256915385777,
81560,1308,1,1,2,1,-5.00039968147884,3.22160427458584,-1.10231948490738,
81564,1312,1,1,2,1,-5.00082212938882,3.2149872276932,-1.10262514496975,
81568,1316,1,1,2,1,-5.00053021564785,3.22161894291639,-1.10237078215368,
81572,1320,1,1,2,1,-5.00053602710058,3.22497240267694,-1.10238732244225,
81576,1324,1,1,2,1,-5.00069114818499,3.22359194979072,-1.10238128747209,
81580,1328,1,1,2,1,-5.00071752323968,3.22101451456547,-1.10261475141004,
81584,1332,1,1,2,1,-5.00059324755823,3.22591443546116,-1.10263889129065,
81588,1336,1,1,2,1,-5.0005011583842,3.22245107963681,-1.10233747805913,
81592,1340,1,1,2,1,-5.00052395716029,3.21906479075551,-1.10262112165631,
81596,1344,1,1,2,1,-5.00040862217534,3.21958283893764,-1.10220448519836,
81600,1348,1,1,2,1,-5.00056821360801,3.22299846448004,-1.10234228368351,
81604,1352,1,1,2,1,-5.00080514206546,3.22179356589913,-1.10269745285287,
81608,1356,1,1,2,1,-5.00072959317997,3.22059821337461,-1.10270270551208,
81612,1360,1,1,2,1,-5.00071305289143,3.22407018393278,-1.10242677326565,
81616,1364,1,1,2,1,-5.00043365612556,3.2226899638772,-1.1024019628328,
81620,1368,1,1,2,1,-5.00060263528956,3.22041963227093,-1.10259150559908,
81624,1372,1,1,2,1,-5.00073585166752,3.22188809514046,-1.10253763790253,
81628,1376,1,1,2,1,-5.00056061401597,3.22697311639786,-1.10241883839749,
81632,1380,1,1,2,1,-5.00034737840427,3.22361895814538,-1.10244174893233,
81636,1384,1,1,2,1,-5.00068891301086,3.2190817873925,-1.10247080619603,
81640,1388,1,1,2,1,-5.00057983651347,3.22332908399403,-1.10235178317357,
81644,1392,1,1,2,1,-5.0005892242448,3.2252473756671,-1.10251562143734,
81648,1396,1,1,2,1,-5.00032457962817,3.22265876457095,-1.10222996618345,
81652,1400,1,1,2,1,-5.00069293632429,3.22395819239318,-1.10264157349961,
81656,1404,1,1,2,1,-5.00050920501106,3.22522735223174,-1.1023198201835,
81660,1408,1,1,2,1,-5.00074166312026,3.21952952072024,-1.10262827421353,
81664,1412,1,1,2,1,-5.0007389809113,3.21750692091882,-1.10261463965133,
81668,1416,1,1,2,1,-5.00072601690137,3.22089903056622,-1.10262503321104,
81672,1420,1,1,2,1,-5.00058833017515,3.2233796082437,-1.10227936353174,
81676,1424,1,1,2,1,-5.00057760133934,3.21828504092991,-1.10230115647951,
81680,1428,1,1,2,1,-5.00078770770727,3.22092394344509,-1.10267096603942,
81684,1432,1,1,2,1,-5.00065985574721,3.22545622475445,-1.10246566529552,
81688,1436,1,1,2,1,-5.00038045898134,3.21868341416121,-1.10228327508646,
81692,1440,1,1,2,1,-5.00054541483191,3.22349602356553,-1.10249729300947,
81696,1444,1,1,2,1,-5.00037554159826,3.22200660593808,-1.10216939296451,
81700,1448,1,1,2,1,-5.00072378172724,3.22106294333935,-1.1026157572384,
81704,1452,1,1,2,1,-5.00067103161784,3.221191233024,-1.1024104564945,
81708,1456,1,1,2,1,-5.00036928311071,3.22475633583963,-1.1023609473875,
81712,1460,1,1,2,1,-5.00079575433413,3.21712298318744,-1.10260514016128,
81716,1464,1,1,2,1,-5.000596376802,3.22118168696761,-1.10264615560657,
81720,1468,1,1,2,1,-5.00068399562778,3.22228600271046,-1.10252567972093,
81724,1472,1,1,2,1,-5.0005083109414,3.21993557736278,-1.10243370230546,
81728,1476,1,1,2,1,-5.00035184875252,3.22109437547624,-1.10255037839508,
81732,1480,1,1,2,1,-5.00046181931956,3.22146457619965,-1.10224918868097,
81736,1484,1,1,2,1,-5.00028345242424,3.2176012173295,-1.10209518518337,
81740,1488,1,1,2,1,-5.00059324755823,3.21720587089658,-1.10246275956915,
81744,1492,1,1,2,1,-5.00032636776747,3.21997865103185,-1.10223644818843,
81748,1496,1,1,2,1,-5.00038090601617,3.2204408198595,-1.10238497550941,
81752,1500,1,1,2,1,-5.00068399562778,3.21652600541711,-1.10264906133294,
81756,1504,1,1,2,1,-5.00062722220496,3.21820168755949,-1.10263475621851,
81760,1508,1,1,2,1,-5.00027808800633,3.2216205727309,-1.1021949857083,
81764,1512,1,1,2,1,-5.00053155675232,3.22027271613479,-1.10256200130056,
81768,1516,1,1,2,1,-5.00033173218538,3.22025408968329,-1.10237022336015,
81772,1520,1,1,2,1,-5.00062677517013,3.22119309566915,-1.102526797308,
81776,1524,1,1,2,1,-5.00038895264303,3.21921054273844,-1.10251942123337,
81780,1528,1,1,2,1,-5.00039789333953,3.21424636058509,-1.10230160351434,
81784,1532,1,1,2,1,-5.00074523939886,3.22202802635729,-1.10247963513384,
81788,1536,1,1,2,1,-5.00057536616521,3.22144362144172,-1.10239022816862,
81792,1540,1,1,2,1,-5.00054586186674,3.21969878859818,-1.10255786622841,
81796,1544,1,1,2,1,-5.000624539996,3.21695092134178,-1.10263229752696,
81800,1548,1,1,2,1,-5.00022578493176,3.22071998380125,-1.10220392640483,
81804,1552,1,1,2,1,-5.00038045898134,3.22086131200194,-1.10229389216358,
81808,1556,1,1,2,1,-5.00043186798626,3.21672880090773,-1.10251405681545,
81812,1560,1,1,2,1,-5.00044885530963,3.21780703961849,-1.10240945066614,
81816,1564,1,1,2,1,-5.00054630890156,3.21772182360291,-1.10258178259161,
81820,1568,1,1,2,1,-5.00085923327933,3.21757816709578,-1.1026363208404,
81824,1572,1,1,2,1,-5.00081452979679,3.21388826705515,-1.10264559681304,
81828,1576,1,1,2,1,-5.00046271338922,3.21840378455818,-1.10229277457652,
81832,1580,1,1,2,1,-5.00056955471248,3.2201586291194,-1.10233937795714,
81836,1584,1,1,2,1,-5.00052172198617,3.21892276406288,-1.10233054901933,
81840,1588,1,1,2,1,-5.0006455506328,3.2172785140574,-1.10262134517372,
81844,1592,1,1,2,1,-5.00059816494131,3.22466832585633,-1.10242330874575,
81848,1596,1,1,2,1,-5.00074479236403,3.22201382368803,-1.10257876510654,
81852,1600,1,1,2,1,-5.00080961241371,3.21439886465669,-1.1026517435419,
81856,1604,1,1,2,1,-5.00034335509084,3.22092603892088,-1.10228830422826,
81860,1608,1,1,2,1,-5.00055480256324,3.2209474593401,-1.10264045591254,
81864,1612,1,1,2,1,-5.00058788314032,3.21654579602182,-1.10255138422344,
81868,1616,1,1,2,1,-5.00051099315036,3.21800610981882,-1.10215318795206,
81872,1620,1,1,2,1,-5.00066522016511,3.21818166412413,-1.10268359477326,
81876,1624,1,1,2,1,-5.0002669121357,3.21813067421317,-1.10213664766349,
81880,1628,1,1,2,1,-5.00064063324972,3.21837188676,-1.10264246756926,
81884,1632,1,1,2,1,-5.00042337432458,3.2177350949496,-1.10260134036526,
81888,1636,1,1,2,1,-5.00056866064283,3.22114676237106,-1.1025662481314,
81892,1640,1,1,2,1,-5.00047701850363,3.21483588777483,-1.10237357612134,
81896,1644,1,1,2,1,-5.00054765000604,3.21943196468055,-1.10261978055183,
81900,1648,1,1,2,1,-5.0006437624935,3.22206621058285,-1.10236977632532,
81904,1652,1,1,2,1,-5.00047076001607,3.21979075670242,-1.10229836251185,
81908,1656,1,1,2,1,-5.00053155675232,3.21767129935324,-1.1022975802009,
81912,1660,1,1,2,1,-5.0004202450808,3.21615301072598,-1.10227455790735,
81916,1664,1,1,2,1,-5.00029999271277,3.2201916910708,-1.10216637547943,
81920,1668,1,1,2,1,-5.00052395716029,3.21476603858173,-1.10226952876556,
81924,1672,1,1,2,1,-5.0005011583842,3.21526569314301,-1.10250690425824,
81928,1676,1,1,2,1,-5.00063348069251,3.22147132828832,-1.10238285209398,
81932,1680,1,1,2,1,-5.00035542503112,3.21977073326707,-1.10220750268344,
81936,1684,1,1,2,1,-5.00055837884185,3.21919890120626,-1.10242174412386,
81940,1688,1,1,2,1,-5.00067058458302,3.21845733560622,-1.10257049496225,
81944,1692,1,1,2,1,-5.00039387002611,3.22133931331337,-1.10237771119348,
81948,1696,1,1,2,1,-5.00081095351819,3.21841635741293,-1.10257105375579,
81952,1700,1,1,2,1,-5.00055435552842,3.21846920996904,-1.10254110242243,
81956,1704,1,1,2,1,-5.00040951624499,3.22001869790256,-1.1023095383825,
81960,1708,1,1,2,1,-5.0005364741354,3.21707036346197,-1.10236854697955,
81964,1712,1,1,2,1,-5.00041979804598,3.21643217466772,-1.10253920252442,
81968,1716,1,1,2,1,-5.00039610520023,3.21659492328763,-1.10248444075822,
81972,1720,1,1,2,1,-5.00051725163791,3.2209325581789,-1.10254724915129,
81976,1724,1,1,2,1,-5.00048819437426,3.21787595748901,-1.10255093718861,
81980,1728,1,1,2,1,-5.00081140055302,3.21907922625542,-1.1026004462956,
81984,1732,1,1,2,1,-5.00064599766762,3.22007457725704,-1.10241649146465,
81988,1736,1,1,2,1,-5.00049221768769,3.21952090598643,-1.10233557816112,
81992,1740,1,1,2,1,-5.00071305289143,3.21782822720706,-1.10257720048464,
81996,1744,1,1,2,1,-5.00071931137899,3.21484031155705,-1.10265319640509,
82000,1748,1,1,2,1,-5.00068399562778,3.22126923128963,-1.10232987846709,
82004,1752,1,1,2,1,-5.00079798950825,3.21573484688997,-1.10254590804682,
82008,1756,1,1,2,1,-5.00060934081194,3.21481889113784,-1.10262838597224,
82012,1760,1,1,2,1,-5.00045779600614,3.21859028190374,-1.10220996137498,
